,Reciept ID,Product,Quantity Ordered,Price Each,Date
397,11397,Donut (Matcha),1,2.5,01/31/19 09:10
398,11398,Green Tea Banana Bread (Slice),1,1.75,01/30/19 08:39
399,11399,Japanese Rolled Cake (Slice - Strawberry Cream),1,4.0,01/20/19 06:33
400,11400,Peach Yakult Refresher,1,4.75,01/28/19 03:46
401,11401,Green Tea Banana Bread (Slice),1,1.75,01/26/19 09:04
402,11402,Japanese Cheesecake (Slice - Matcha),2,4.0,01/14/19 06:16
403,11403,Portguese Tart Egg Tarts (Single),1,2.0,01/01/19 11:35
404,11404,Tea (Rose),1,2.0,01/14/19 06:21
405,11405,Milk Bread (Loaf),2,4.5,01/07/19 06:30
406,11406,Green Tea Banana Bread (Slice),2,1.75,01/28/19 11:21
407,11407,Dalgona Coffee (Original - Cold),1,3.0,01/07/19 12:50
408,11408,Peach Yakult Refresher,1,4.75,01/30/19 11:00
409,11409,Mango Yakult Refresher,3,4.75,01/13/19 13:45
410,11410,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/02/19 03:52
411,11411,Dalgona Coffee (Matcha - Cold),1,3.25,01/29/19 06:23
412,11412,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/03/19 08:32
413,11413,Japanese Rolled Cake (Roll - Ube),1,12.0,01/21/19 11:22
414,11414,Japanese Rolled Cake (Roll - Original),2,12.0,01/30/19 13:31
415,11415,Original Croquette,2,3.0,01/19/19 11:55
416,11416,Latte (Matcha),2,4.75,01/11/19 08:08
417,11417,Peach Yakult Refresher,1,4.75,01/05/19 09:19
418,11418,Green Tea Yakult Refresher,1,5.0,01/15/19 08:36
419,11419,Latte (Matcha),2,4.75,01/01/19 05:25
420,11420,Japanese Rolled Cake (Slice - Matcha),2,4.0,01/24/19 06:43
421,11421,Tea (Earl Grey),1,1.75,01/09/19 05:45
422,11422,Macaroon (Pandan Coconut),1,3.0,01/06/19 07:48
423,11423,Japanese Rolled Cake (Slice - Matcha),2,4.0,01/14/19 09:07
424,11424,Dalgona Coffee (Chocolate - Hot),1,3.0,01/30/19 06:17
425,11425,Mini Cheese Tart (Matcha),1,3.75,01/23/19 11:36
426,11426,Japanese Rolled Cake (Slice - Original),1,4.0,01/28/19 13:07
427,11427,Tea (Sakura),7,2.0,01/30/19 07:01
428,11428,Macaroon (Pistachio),1,3.0,01/12/19 11:16
429,11429,Tea (Rose),1,2.0,01/07/19 04:08
430,11430,Japanese Cheesecake (Slice - Original),2,3.75,01/28/19 03:25
431,11431,Macaroon (Lavender),3,3.0,01/31/19 05:44
432,11432,Dalgona Coffee (Chocolate - Hot),2,3.0,01/26/19 09:47
433,11433,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/20/19 11:11
434,11434,Latte (Regular),1,4.0,01/03/19 03:14
435,11435,Latte (Matcha),1,4.75,01/14/19 11:23
436,11436,Original Croquette,1,3.0,01/13/19 11:44
437,11437,Mini Cheese Tart (Chocolate),1,3.75,01/28/19 07:17
438,11438,Dalgona Coffee (Original - Cold),1,3.0,01/07/19 12:10
439,11439,Japanese Cheesecake (Full - Original),1,11.75,01/29/19 07:08
440,11440,Dalgona Coffee (Matcha - Hot),1,3.0,01/24/19 04:51
441,11441,Dalgona Coffee (Original - Cold),3,3.0,01/26/19 07:48
442,11442,Mango Yakult Refresher,1,4.75,01/31/19 09:36
443,11443,Macaroon (Lavender),3,3.0,01/31/19 11:16
444,11444,Dalgona Coffee (Matcha - Hot),1,3.0,01/24/19 12:43
445,11445,Japanese Cheesecake (Full - Matcha),1,12.0,01/15/19 07:15
446,11446,Green Tea Banana Bread (Loaf),1,4.75,01/25/19 11:55
447,11447,Japanese Cheesecake (Slice - Matcha),1,4.0,01/05/19 11:51
448,11448,Special Bulgogi Lunch Set,2,12.5,01/28/19 12:43
449,11449,Red Bean Bun,1,2.75,01/31/19 07:17
450,11450,Mini Cheese Tart (Chocolate),2,3.75,01/23/19 11:32
451,11451,Green Tea Yakult Refresher,1,5.0,01/26/19 09:09
452,11452,Americano (Hot),1,3.5,01/02/19 06:49
453,11453,Green Tea Banana Bread (Slice),5,1.75,01/20/19 08:20
454,11454,Tea (Rose),2,2.0,01/04/19 03:47
455,11455,Dalgona Coffee (Original - Cold),1,3.0,01/25/19 08:52
456,11456,Dalgona Coffee (Chocolate - Hot),2,3.0,01/29/19 12:27
457,11457,Japanese Rolled Cake (Slice - Ube),2,4.0,01/25/19 12:20
458,11458,Macaroon (Vanilla),2,2.75,01/20/19 10:19
459,11459,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/25/19 12:29
460,11460,Dalgona Coffee (Chocolate - Cold),1,3.25,01/13/19 11:36
461,11461,Latte (Sakura),1,4.75,01/17/19 05:51
462,11462,Latte (Sakura),1,4.75,01/21/19 05:13
463,11463,Dalgona Coffee (Matcha - Hot),1,3.0,01/14/19 10:36
464,11464,Dalgona Coffee (Chocolate - Cold),1,3.25,01/27/19 08:40
465,11465,Macaroon (Vanilla),1,2.75,01/04/19 08:51
466,11466,Latte (Rose),1,4.75,01/29/19 14:01
467,11467,Katsu Sando (Cripsy Chicken Katsu Sandwich),2,7.5,01/28/19 10:32
468,11468,Dalgona Coffee (Original - Cold),2,3.0,01/19/19 06:58
469,11469,Red Bean Bun,3,2.75,01/31/19 10:07
470,11470,Latte (Matcha),2,4.75,01/25/19 11:04
471,11471,Japanese Rolled Cake (Roll - Original),1,12.0,01/19/19 10:29
472,11472,Donut (Matcha),3,2.5,01/30/19 04:09
473,11473,Dalgona Coffee (Strawberry - Cold),1,3.25,01/11/19 09:26
474,11474,Peach Yakult Refresher,1,4.75,01/19/19 10:34
475,11475,Portguese Tart Egg Tarts (6),1,11.0,01/28/19 12:28
476,11476,Tea (Sakura),4,2.0,01/20/19 15:24
477,11477,Portguese Tart Egg Tarts (6),1,11.0,01/29/19 05:06
478,11478,Milk Bread (Slice),2,1.25,01/05/19 08:54
479,11479,Donut (Matcha),1,2.5,01/02/19 09:45
480,11480,Japanese Cheesecake (Full - Original),1,11.75,01/01/19 07:39
481,11481,Latte (Caramel),1,4.25,01/06/19 13:31
482,11482,Tea (Green Tea),2,1.75,01/24/19 05:45
483,11483,Mini Cheese Tart (Orginal),1,3.75,01/20/19 12:35
484,11484,Latte (Caramel),1,4.25,01/29/19 07:49
485,11485,Tea (Rose),3,2.0,01/13/19 04:41
486,11486,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/30/19 06:11
487,11487,Japanese Cheesecake (Full - Matcha),1,12.0,01/18/19 15:25
488,11488,Donut (Red Bean),1,2.5,01/09/19 08:48
489,11489,Dalgona Coffee (Strawberry - Hot),1,3.0,01/23/19 11:29
490,11490,Mini Cheese Tart (Matcha),1,3.75,01/04/19 11:50
491,11491,Milk Bread (Slice),7,1.25,01/13/19 09:47
492,11492,Original Croquette,1,3.0,01/20/19 07:51
493,11493,Macaroon (Green Tea),2,3.0,01/06/19 04:24
494,11494,Coffee (Iced),1,2.5,01/13/19 06:35
495,11495,Latte (Rose),1,4.75,01/23/19 13:55
496,11496,Japanese Cheesecake (Slice - Matcha),1,4.0,01/10/19 07:21
497,11497,Macaroon (Lavender),1,3.0,01/23/19 14:51
498,11498,Japanese Cheesecake (Full - Original),1,11.75,01/06/19 10:04
499,11499,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/04/19 11:44
500,11500,Dalgona Coffee (Strawberry - Cold),1,3.25,01/26/19 09:50
501,11501,Special Bulgogi Lunch Set,1,12.5,01/02/19 11:42
502,11502,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/13/19 10:35
503,11503,Coffee (Hot),1,2.25,01/25/19 05:16
504,11504,Milk Bread (Loaf),1,4.5,01/12/19 10:10
505,11505,Dalgona Coffee (Matcha - Hot),1,3.0,01/14/19 12:56
506,11506,Dalgona Coffee (Original - Cold),1,3.0,01/31/19 11:40
507,11507,Special Vegetarian Curry Lunch Set,1,15.0,01/19/19 08:53
508,11508,Tea (Sakura),1,2.0,01/10/19 11:11
509,11509,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/30/19 11:57
510,11510,Latte (Caramel),1,4.25,01/09/19 11:40
511,11511,Japanese Cheesecake (Full - Original),1,11.75,01/03/19 10:35
512,11512,Tea (Green Tea),3,1.75,01/04/19 10:31
513,11513,Japanese Cheesecake (Full - Matcha),1,12.0,01/13/19 07:55
514,11514,Latte (Sakura),1,4.75,01/20/19 05:07
515,11515,Tea (Sakura),2,2.0,01/31/19 08:04
516,11516,Tea (Earl Grey),2,1.75,01/26/19 10:45
517,11517,Macaroon (Chocolate),3,2.75,01/26/19 06:07
518,11518,Tea (Lavender),2,2.0,01/24/19 09:51
519,11519,Dalgona Coffee (Strawberry - Hot),2,3.0,01/22/19 09:18
520,11520,Dalgona Coffee (Chocolate - Cold),1,3.25,01/12/19 07:33
521,11521,Japanese Cheesecake (Full - Matcha),1,12.0,01/06/19 12:46
522,11522,Macaroon (Pistachio),1,3.0,01/16/19 06:19
523,11523,Dalgona Coffee (Original - Cold),2,3.0,01/26/19 06:33
524,11524,Green Tea Yakult Refresher,1,5.0,01/04/19 05:32
525,11525,Bulgogi Bun,1,2.75,01/22/19 13:40
526,11526,Dalgona Coffee (Strawberry - Cold),2,3.25,01/18/19 04:34
527,11527,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/06/19 02:03
528,11528,Dalgona Coffee (Chocolate - Hot),2,3.0,01/28/19 06:14
529,11529,Latte (Matcha),2,4.75,01/30/19 07:08
530,11530,Latte (Matcha),1,4.75,01/25/19 11:26
531,11531,Japanese Cheesecake (Full - Original),1,11.75,01/25/19 05:31
532,11532,Japanese Rolled Cake (Roll - Matcha),2,12.0,01/08/19 04:13
533,11533,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/05/19 05:11
534,11534,Japanese Rolled Cake (Roll - Original),1,12.0,01/14/19 14:03
535,11535,Dalgona Coffee (Matcha - Cold),1,3.25,01/28/19 08:10
536,11536,Latte (Matcha),1,4.75,01/31/19 05:23
537,11537,Dalgona Coffee (Chocolate - Cold),1,3.25,01/08/19 09:32
538,11538,Green Tea Yakult Refresher,1,5.0,01/20/19 11:17
539,11539,Japanese Rolled Cake (Slice - Ube),1,4.0,01/11/19 09:38
540,11540,Green Tea Yakult Refresher,1,5.0,01/26/19 11:19
541,11541,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/05/19 09:44
542,11542,Tea (Earl Grey),4,1.75,01/10/19 07:52
543,11543,Tea (Rose),3,2.0,01/28/19 09:11
544,11544,Green Tea Yakult Refresher,1,5.0,01/28/19 05:05
545,11545,Americano (Iced),1,3.5,01/20/19 08:59
546,11546,Special Bulgogi Lunch Set,2,12.5,01/31/19 08:51
547,11547,Macaroon (Pistachio),1,3.0,01/29/19 10:43
548,11548,Latte (Caramel),2,4.25,01/25/19 10:13
549,11549,Mango Yakult Refresher,1,4.75,01/18/19 07:53
550,11550,Milk Bread (Loaf),1,4.5,01/25/19 09:05
551,11551,Latte (Matcha),1,4.75,01/07/19 11:05
552,11552,Dalgona Coffee (Chocolate - Hot),1,3.0,01/16/19 09:22
553,11553,Tea (Rose),1,2.0,01/17/19 11:37
554,11554,Mango Yakult Refresher,2,4.75,01/04/19 07:29
555,11555,Green Tea Banana Bread (Slice),6,1.75,01/09/19 04:18
556,11556,Dalgona Coffee (Original - Hot),3,2.75,01/08/19 12:28
557,11557,Fruit Sando (Japanese Fruit Sando),1,4.5,01/18/19 12:25
558,11558,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/24/19 07:05
559,11559,Japanese Cheesecake (Full - Matcha),1,12.0,01/17/19 08:45
560,11560,Japanese Rolled Cake (Roll - Ube),1,12.0,01/17/19 07:29
561,11561,Japanese Cheesecake (Slice - Matcha),1,4.0,01/06/19 06:15
562,11562,Macaroon (Pandan Coconut),2,3.0,01/17/19 10:38
563,11563,Macaroon (Pistachio),1,3.0,01/15/19 09:19
564,11564,Japanese Cheesecake (Full - Original),1,11.75,01/08/19 05:10
565,11565,Peach Yakult Refresher,1,4.75,01/08/19 08:07
566,11566,Mango Yakult Refresher,1,4.75,01/27/19 06:43
567,11567,Japanese Cheesecake (Full - Original),1,11.75,01/09/19 08:06
568,11568,Tamago Sando (Japanese Egg Sandwich),2,4.5,01/10/19 06:34
569,11569,Donut (Ube),3,2.5,01/10/19 04:43
570,11570,Macaroon (Green Tea),1,3.0,01/22/19 10:56
571,11571,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/09/19 03:03
572,11572,Japanese Cheesecake (Full - Original),1,11.75,01/06/19 11:41
573,11573,Special Vegetarian Curry Lunch Set,1,15.0,01/08/19 10:59
574,11574,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/15/19 09:29
575,11575,Tea (Earl Grey),1,1.75,01/16/19 08:41
576,11576,Latte (Regular),4,4.0,01/16/19 11:57
577,11577,Latte (Regular),3,4.0,01/18/19 08:36
578,11578,Latte (Matcha),2,4.75,01/15/19 08:36
579,11579,Coffee (Hot),2,2.25,01/25/19 08:26
580,11580,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/03/19 07:42
581,11581,Dalgona Coffee (Strawberry - Hot),1,3.0,01/13/19 12:51
582,11582,Red Bean Bun,1,2.75,01/10/19 06:32
583,11583,Japanese Cheesecake (Full - Original),1,11.75,01/19/19 11:17
584,11584,Donut (Red Bean),1,2.5,01/09/19 04:44
585,11585,Dalgona Coffee (Chocolate - Hot),3,3.0,01/20/19 07:52
586,11586,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/26/19 06:26
587,11587,Original Croquette,3,3.0,01/04/19 11:04
588,11588,Americano (Hot),1,3.5,01/12/19 15:37
589,11589,Latte (Regular),1,4.0,01/31/19 09:00
590,11590,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/24/19 14:49
591,11591,Donut (Red Bean),1,2.5,01/01/19 11:22
592,11592,Milk Bread (Slice),2,1.25,01/08/19 10:18
593,11593,Dalgona Coffee (Strawberry - Hot),2,3.0,01/08/19 07:19
594,11594,Tea (Lavender),1,2.0,01/09/19 09:46
595,11595,Fruit Sando (Japanese Fruit Sando),1,4.5,01/08/19 06:12
596,11596,Dalgona Coffee (Original - Hot),1,2.75,01/09/19 12:42
597,11597,Japanese Cheesecake (Slice - Original),1,3.75,01/18/19 11:09
598,11598,Dalgona Coffee (Chocolate - Cold),2,3.25,01/22/19 10:27
599,11599,Latte (Caramel),1,4.25,01/28/19 09:22
600,11600,Dalgona Coffee (Original - Hot),1,2.75,01/20/19 10:25
601,11601,Mango Yakult Refresher,1,4.75,01/26/19 10:41
602,11602,Dalgona Coffee (Strawberry - Hot),2,3.0,01/18/19 07:54
603,11603,Japanese Rolled Cake (Slice - Original),1,4.0,01/26/19 12:37
604,11604,Dalgona Coffee (Original - Hot),2,2.75,01/03/19 08:05
605,11605,Japanese Rolled Cake (Roll - Matcha),1,12.0,01/30/19 10:23
606,11606,Peach Yakult Refresher,1,4.75,01/15/19 15:22
607,11607,Japanese Rolled Cake (Roll - Original),1,12.0,01/11/19 09:25
608,11608,Tea (Lavender),3,2.0,01/14/19 10:10
609,11609,Dalgona Coffee (Chocolate - Cold),1,3.25,01/20/19 04:26
610,11610,Coffee (Iced),2,2.5,01/16/19 08:26
611,11611,Dalgona Coffee (Original - Cold),4,3.0,01/17/19 11:48
612,11612,Macaroon (Strawberry),2,2.75,01/21/19 08:22
613,11613,Bulgogi Bun,1,2.75,01/11/19 06:29
614,11614,Red Bean Bun,1,2.75,01/16/19 08:16
615,11615,Dalgona Coffee (Matcha - Hot),1,3.0,01/06/19 11:26
616,11616,Donut (Red Bean),2,2.5,01/05/19 06:24
617,11617,Japanese Rolled Cake (Slice - Original),1,4.0,01/08/19 06:11
618,11618,Japanese Cheesecake (Slice - Matcha),1,4.0,01/06/19 12:28
619,11619,Dalgona Coffee (Chocolate - Hot),1,3.0,01/07/19 10:56
620,11620,Macaroon (Matcha),1,3.0,01/16/19 09:11
621,11621,Coffee (Iced),1,2.5,01/20/19 10:26
622,11622,Portguese Tart Egg Tarts (Single),2,2.0,01/14/19 10:43
623,11623,Mini Cheese Tart (Chocolate),2,3.75,01/06/19 11:17
624,11624,Coffee (Hot),1,2.25,01/10/19 14:07
625,11625,Tea (Lavender),1,2.0,01/27/19 06:06
626,11626,Dalgona Coffee (Strawberry - Cold),1,3.25,01/14/19 11:15
627,11627,Dalgona Coffee (Original - Hot),1,2.75,01/17/19 08:14
628,11628,Dalgona Coffee (Chocolate - Hot),1,3.0,01/17/19 10:24
629,11629,Latte (Sakura),1,4.75,01/12/19 06:13
630,11630,Dalgona Coffee (Strawberry - Hot),2,3.0,01/19/19 10:23
631,11631,Green Tea Bun,1,2.75,01/13/19 07:44
632,11632,Dalgona Coffee (Original - Hot),1,2.75,01/22/19 04:50
633,11633,Japanese Rolled Cake (Roll - Ube),2,12.0,01/22/19 11:39
634,11634,Peach Yakult Refresher,1,4.75,01/21/19 06:13
635,11635,Latte (Rose),1,4.75,01/07/19 13:14
636,11636,Japanese Cheesecake (Full - Matcha),2,12.0,01/19/19 11:44
637,11637,Latte (Sakura),1,4.75,01/04/19 15:21
638,11638,Dalgona Coffee (Chocolate - Cold),3,3.25,01/11/19 06:27
639,11639,Tea (Earl Grey),2,1.75,01/11/19 09:45
640,11640,Americano (Iced),2,3.5,01/21/19 05:32
641,11641,Japanese Cheesecake (Full - Original),1,11.75,01/27/19 10:42
642,11642,Dalgona Coffee (Original - Hot),2,2.75,01/26/19 09:43
643,11643,Dalgona Coffee (Original - Hot),1,2.75,01/01/19 12:33
644,11644,Green Tea Bun,1,2.75,01/13/19 08:17
645,11645,Coffee (Iced),1,2.5,01/04/19 11:25
646,11646,Japanese Cheesecake (Full - Original),1,11.75,01/22/19 07:45
647,11647,Tamago Sando (Japanese Egg Sandwich),2,4.5,01/29/19 05:58
648,11648,Dalgona Coffee (Chocolate - Hot),2,3.0,01/22/19 09:30
649,11649,Dalgona Coffee (Matcha - Hot),2,3.0,01/30/19 11:09
650,11650,Dalgona Coffee (Chocolate - Cold),1,3.25,01/02/19 13:13
651,11651,Milk Bread (Loaf),1,4.5,01/16/19 07:30
652,11652,Macaroon (Green Tea),1,3.0,01/30/19 08:37
653,11653,Macaroon (Black Seasame),1,3.0,01/02/19 06:19
654,11654,Japanese Rolled Cake (Slice - Matcha),3,4.0,01/12/19 07:35
655,11655,Green Tea Banana Bread (Loaf),2,4.75,01/14/19 05:08
656,11656,Macaroon (Matcha),1,3.0,01/06/19 03:54
657,11657,Dalgona Coffee (Original - Hot),1,2.75,01/04/19 10:00
658,11658,Japanese Cheesecake (Slice - Matcha),1,4.0,01/18/19 10:39
659,11659,Japanese Cheesecake (Full - Original),1,11.75,01/06/19 12:10
660,11660,Dalgona Coffee (Strawberry - Cold),1,3.25,01/11/19 10:10
661,11661,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/18/19 13:51
662,11662,Original Croquette,1,3.0,01/25/19 11:35
663,11663,Dalgona Coffee (Chocolate - Cold),1,3.25,01/25/19 10:49
664,11664,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/02/19 05:18
665,11665,Dalgona Coffee (Strawberry - Cold),1,3.25,01/21/19 07:06
666,11666,Dalgona Coffee (Original - Hot),3,2.75,01/12/19 08:11
667,11667,Japanese Rolled Cake (Roll - Original),1,12.0,01/10/19 09:32
668,11668,Peach Yakult Refresher,1,4.75,01/29/19 08:18
669,11669,Dalgona Coffee (Chocolate - Cold),2,3.25,01/08/19 09:04
670,11670,Japanese Cheesecake (Slice - Matcha),1,4.0,01/02/19 10:31
671,11671,Original Croquette,1,3.0,01/09/19 06:31
672,11672,Tea (Green Tea),2,1.75,01/22/19 05:59
673,11673,Dalgona Coffee (Original - Cold),3,3.0,01/31/19 04:11
674,11674,Donut (Ube),1,2.5,01/02/19 06:26
675,11675,Latte (Rose),2,4.75,01/10/19 12:50
676,11676,Original Croquette,1,3.0,01/01/19 05:07
677,11677,Tamago Sando (Japanese Egg Sandwich),1,4.5,01/06/19 09:59
678,11678,Fruit Sando (Japanese Fruit Sando),1,4.5,01/09/19 14:06
679,11679,Tea (Lavender),2,2.0,01/31/19 05:07
680,11680,Special Vegetarian Curry Lunch Set,1,15.0,01/30/19 08:59
681,11681,Green Tea Bun,1,2.75,01/16/19 11:33
682,11682,Mango Yakult Refresher,2,4.75,01/23/19 11:37
683,11683,Japanese Rolled Cake (Slice - Original),1,4.0,01/10/19 09:55
684,11684,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/30/19 08:36
685,11685,Japanese Rolled Cake (Slice - Chocolate),2,4.0,01/01/19 08:52
686,11686,Japanese Rolled Cake (Slice - Strawberry Cream),1,4.0,01/15/19 09:42
687,11687,Fruit Sando (Japanese Fruit Sando),2,4.5,01/28/19 11:13
688,11688,Japanese Cheesecake (Full - Original),1,11.75,01/19/19 04:40
689,11689,Latte (Rose),2,4.75,01/04/19 13:05
690,11690,Red Bean Bun,1,2.75,01/17/19 09:38
691,11691,Dalgona Coffee (Strawberry - Cold),2,3.25,01/07/19 11:22
692,11692,Mini Cheese Tart (Orginal),2,3.75,01/23/19 11:46
693,11693,Green Tea Banana Bread (Loaf),2,4.75,01/24/19 08:03
694,11694,Dalgona Coffee (Chocolate - Cold),1,3.25,01/07/19 07:09
695,11695,Bulgogi Bun,4,2.75,01/04/19 09:34
696,11696,Japanese Rolled Cake (Slice - Matcha),1,4.0,01/27/19 05:25
697,11697,Original Croquette,1,3.0,01/17/19 12:37
698,11698,Tea (Sakura),1,2.0,01/03/19 11:15
699,11699,Tea (Earl Grey),1,1.75,01/08/19 10:47
700,11700,Mini Cheese Tart (Orginal),1,3.75,01/12/19 07:18
701,11701,Macaroon (Pistachio),2,3.0,01/23/19 10:11
702,11702,Latte (Sakura),1,4.75,01/01/19 14:45
703,11703,Japanese Cheesecake (Full - Matcha),1,12.0,01/25/19 09:17
704,11704,Dalgona Coffee (Matcha - Cold),1,3.25,01/18/19 14:15
705,11705,Tea (Earl Grey),8,1.75,01/08/19 05:33
706,11706,Macaroon (Green Tea),1,3.0,01/04/19 08:33
707,11707,Coffee (Iced),1,2.5,01/02/19 06:26
708,11708,Tea (Earl Grey),1,1.75,01/19/19 10:45
709,11709,Donut (Red Bean),2,2.5,01/26/19 10:11
710,11710,Coffee (Hot),4,2.25,01/30/19 05:11
711,11711,Latte (Sakura),1,4.75,01/27/19 09:30
712,11712,Special Bulgogi Lunch Set,1,12.5,01/31/19 06:03
713,11713,Katsu Sando (Cripsy Chicken Katsu Sandwich),1,7.5,01/02/19 12:32
714,11714,Peach Yakult Refresher,3,4.75,01/03/19 11:34
715,11715,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/13/19 13:03
716,11716,Japanese Rolled Cake (Roll - Strawberry Cream),1,12.0,01/29/19 12:09
717,11717,Latte (Regular),1,4.0,01/19/19 04:46
718,11718,Americano (Iced),1,3.5,01/07/19 13:20
719,11719,Japanese Rolled Cake (Roll - Original),1,12.0,01/02/19 04:41
720,11720,Macaroon (Chocolate),2,2.75,01/23/19 12:58
721,11721,Macaroon (Vanilla),3,2.75,01/10/19 08:11
722,11722,Macaroon (Earl Grey),1,3.0,01/21/19 09:33
723,11723,Japanese Rolled Cake (Slice - Ube),1,4.0,01/30/19 09:59
724,11724,Japanese Cheesecake (Slice - Original),2,3.75,01/21/19 12:19
725,11725,Mini Cheese Tart (Orginal),1,3.75,01/12/19 03:56
726,11726,Dalgona Coffee (Original - Hot),2,2.75,01/30/19 06:30
727,11727,Tea (Lavender),2,2.0,01/11/19 04:46
728,11728,Tea (Rose),1,2.0,01/07/19 07:28
729,11729,Japanese Rolled Cake (Slice - Original),1,4.0,01/26/19 12:32
730,11730,Green Tea Yakult Refresher,1,5.0,01/02/19 08:29
731,11731,Dalgona Coffee (Original - Cold),1,3.0,01/27/19 14:21
732,11732,Tea (Lavender),3,2.0,01/12/19 11:10
733,11733,Dalgona Coffee (Original - Hot),2,2.75,01/17/19 11:51
734,11734,Macaroon (Lavender),1,3.0,01/24/19 06:00
735,11735,Dalgona Coffee (Chocolate - Hot),1,3.0,01/31/19 10:22
736,11736,Japanese Rolled Cake (Slice - Chocolate),1,4.0,01/16/19 06:22
737,11737,Latte (Caramel),1,4.25,01/18/19 07:09
738,11738,Dalgona Coffee (Strawberry - Hot),1,3.0,01/23/19 10:20
739,11739,Green Tea Bun,2,2.75,01/04/19 05:44
740,11740,Japanese Cheesecake (Full - Original),1,11.75,01/14/19 08:56
741,11741,Macaroon (Pistachio),1,3.0,01/19/19 10:43
742,11742,Original Croquette,1,3.0,01/05/19 08:24
743,11743,Mango Yakult Refresher,1,4.75,01/26/19 14:00
744,11744,Dalgona Coffee (Strawberry - Hot),1,3.0,01/16/19 13:00
745,11745,Tea (Rose),1,2.0,01/10/19 12:36
746,11746,Americano (Hot),2,3.5,01/15/19 09:55
747,11747,Tea (Green Tea),2,1.75,01/18/19 04:37
748,11748,Macaroon (Vanilla),1,2.75,01/13/19 09:08
749,11749,Japanese Cheesecake (Slice - Matcha),1,4.0,01/16/19 02:46
750,11750,Dalgona Coffee (Original - Cold),1,3.0,01/22/19 12:21
751,11751,Dalgona Coffee (Chocolate - Cold),1,3.25,01/05/19 08:09
752,11752,Macaroon (Chocolate),3,2.75,01/23/19 03:25
753,11753,Green Tea Yakult Refresher,2,5.0,01/10/19 05:40
754,11754,Tea (Green Tea),1,1.75,01/06/19 07:05
755,11755,Macaroon (Matcha),3,3.0,01/01/19 13:15
756,11756,Japanese Rolled Cake (Slice - Chocolate),2,4.0,01/28/19 11:33
757,11757,Dalgona Coffee (Chocolate - Cold),1,3.25,01/04/19 08:15
758,11758,Original Croquette,2,3.0,01/19/19 15:14
759,11759,Milk Bread (Slice),12,1.25,01/07/19 02:55
760,11760,Tea (Lavender),1,2.0,01/30/19 08:23
761,11761,Red Bean Bun,1,2.75,01/14/19 08:18
762,11762,Tea (Green Tea),2,1.75,01/11/19 06:21
763,11763,Dalgona Coffee (Original - Cold),1,3.0,01/06/19 07:54
764,11764,Latte (Rose),1,4.75,01/09/19 04:06
765,11765,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/30/19 14:02
766,11766,Latte (Matcha),1,4.75,01/13/19 10:55
767,11767,Japanese Cheesecake (Full - Original),1,11.75,01/01/19 10:52
768,11768,Green Tea Bun,1,2.75,01/01/19 05:48
769,11769,Donut (Matcha),1,2.5,01/25/19 12:02
770,11770,Latte (Matcha),1,4.75,01/29/19 08:22
771,11771,Japanese Rolled Cake (Roll - Chocolate),1,12.0,01/14/19 09:25
772,11772,Dalgona Coffee (Chocolate - Cold),1,3.25,01/08/19 04:03
773,11773,Green Tea Yakult Refresher,1,5.0,01/31/19 07:41
774,11774,Tea (Rose),1,2.0,01/01/19 12:26
775,11775,Dalgona Coffee (Matcha - Cold),1,3.25,01/30/19 09:59
776,11776,Tea (Rose),2,2.0,01/02/19 06:51
777,11777,Tea (Earl Grey),3,1.75,01/18/19 07:06
778,11778,Green Tea Yakult Refresher,1,5.0,01/09/19 12:32
779,11779,Dalgona Coffee (Strawberry - Hot),1,3.0,01/26/19 09:46
780,11780,Macaroon (Vietnamese Coffee),3,3.0,01/30/19 04:38
781,11781,Tea (Sakura),1,2.0,01/13/19 12:38
782,11782,Tea (Rose),1,2.0,01/14/19 14:52
783,11783,Japanese Cheesecake (Full - Original),1,11.75,01/06/19 06:48
784,11784,Dalgona Coffee (Matcha - Hot),1,3.0,01/21/19 06:36
785,11785,Donut (Red Bean),3,2.5,01/10/19 08:33
786,11786,Dalgona Coffee (Original - Cold),1,3.0,01/08/19 08:07
787,11787,Special Japanese Pork Cutlet Lunch Set,1,12.0,01/29/19 07:29
